title,subtitle,message,label
KFdNoNMI,yDwMHtylCoMicW,tBlSUdCzdjLPP,1
ur lecture,wishing family merry  mas happy new year advance,yes pretty lady like single,0
po de need job aha,nope thats fine might nap tho,didnt hear,0
LmeFgLQvlTB,eKCcOPIBtZQqm,UvAelJK,1
come ur home,yes fine,thats going ruin thesis,0
havent got da topic yet rite test,,,1
yeah worse,yes innocent fun,short cute good person dont try prove gud noon,0
tell,tell,tell,1
rnAXRwms,cfoeLd,nZxKhSSz,1
vyrDtTgYHLR,gXKsOIMfUmx,sPxwKFCUQ,1
dint slept afternoon,dint slept afternoon,dint slept afternoon,1
EwhMKFQNtbL,MCZONJDKU,wcxFatZuJIYFKMT,1
hen night going swing,boy best get yo ass quick,doubt could handle times per night case,0
PnOruYU,yJhfTiaoEkapsBT,xdyZHoZguQNCL,1
ill obey,ill obey,ill obey,1
test still working,princess kitty shaved natural test,test wasnt paying attention,1
case wake wondering forgot take care something grandma today done parade,case wake wondering forgot take care something grandma today done parade,case wake wondering forgot take care something grandma today done parade,1
uKyFqqA,cgdlyaIUkfhW,onkJAsuvtgQD,1
come,come,come,1
take exam march,thats necessarily respectful,account number,0
,test much eighth,,1
got smaller capacity one quite ex test,test oh yeah forgot take shopping,sorry ill call later test,1
nothing dinner us,test dun wan dun like already ah wat still eating,pizza  want,1
qbetYktPmWsLSs,UTnFn,JQrPpFxncMPdNj,1
getting back time soon,getting back home,sir waiting call,0
yes,yes,yes,1
say,say,say,1
efjQIaF,hkhWruTjSHUEEK,QdFSve,1
babe,babe,babe,1
sorry,sorry,sorry,1
price claim call test,,send resume test,1
,,dear good morning feeling dear test,1
want custom officer discount oh,want custom officer discount oh,want custom officer discount oh,1
hurry home soup done test,like personal sized test,text doesnt reply let know log test,1
yes,yes,yes,1
XBlpZVDVDua,esvZkOHOGqq,KcQlqsPdxn,1
test er yep sure props,test dont want hear philosophy say happen,problem talk later test,1
wGAmyxNBwmfupKw,ZvZBObCcmBuso,rksUgkUI,1
yEcAKpIsMZLEbuN,BxAJYdeuFmHL,BzyyTwhEeGTaiT,1
sorry hurt,way ur home,damn make tonight want wait til tomorrow,0
new message please call,new message please call,new message please call,1
east coast,see film,yeah ill try scrounge something,0
still meeting dinner tonight,effect irritation ignore,thats fine ill bitch later,0
mu try figure much money everyone gas alcohol jay trying figure weed budget,ill hand phone chat wit,cash prize claim call,0
like shaking booty dance floor,sorry cant help,sick still go shopping,0
test yes baby need stretch open pussy,dear got train seat mine lower seat test,,1
driving training,driving training,driving training,1
thats,thats,thats,1
know people still town,thank like well,whats house beer,0
best ur exam later,best ur exam later,best ur exam later,1
good baby,eh  send wrongly lar,ur balance next question complete landmark big bob  barry  ben text   good luck,0
rEfogAa,mzzGjA,ClCoIRgzUrnqz,1
fair enough anything going,kay since already,thank god bed,0
sir waiting mail,big chic common declare,fine simply sitting,0
stopped get ice cream go back,stopped get ice cream go back,stopped get ice cream go back,1
da car park,great office today,dun wan  dun like already ah wat  still eating,0
please sen kind advice please come try,please sen kind advice please come try,please sen kind advice please come try,1
hey inconvenient sis huh,look amy ure beautiful intelligent woman like  lot know  dont like like dont worry,marrow coming class,0
yes dont care need bad princess,thanks sending mental ability question,problem talk later,0
much dirty fellow,came hostel test,test good night going sleep,1
FDufYEhUZ,qOKosFK,LtHFFGAYpVpQ,1
hello,hello,hello,1
po,po,po,1
tired special,number  live,mode men left,0
want,want,want,1
actually,actually,actually,1
test thanks ill keep mind,apart one told yesterday test,came hostel test,1
staff placement training amrita college,daddy take good care,hello good week fancy drink something later,0
kay,kay,kay,1
mark,mark,mark,1
another month need chocolate weed alcohol,another month need chocolate weed alcohol,another month need chocolate weed alcohol,1
drive read need write,still getting goods,happy baby alright take job hope fine send kiss make smile across sea kiss kiss,0
zAruOliM,BeuniwcC,VLJHvHSvclg,1
way office da,way office da,way office da,1
,,test sorry ill call later,1
thats cool want please,thats cool want please,thats cool want please,1
made day great day,need login anything,sure night menu know noon menu,0
test look amy ure beautiful intelligent woman like lot know dont like like dont worry,test mum went dentist,youve always brainy one test,1
,many times told stage use laugh listen aha test,,1
,test like shaking booty dance floor,,1
test send pic like,,,1
lovely smell bus test aint tobacco,wishing family merry test mas happy new year advance,,1
yPdvDqEVEpdXb,CJSiyU,XrZZFTKNqMClrNj,1
well,well,well,1
,pic please resend test,,1
baby promise treat well bet take good care,oh ya ya remember da,record one night,0
test eh send wrongly lar,hey inconvenient sis huh test,dear test reach,1
glad,glad,glad,1
lost pound help,going college pa else ill come self pa,dance river,0
see film,place man,want go,0
test correct work today,good day test,test think disturbing da,1
send resume,let math good,sent like,0
,,never nothing test,1
dYpyd,XvRdxHvJ,AndTAddhhNp,1
marriage,marriage,marriage,1
come round,come round,come round,1
test right ill make appointment right,,,1
still,still,still,1
much,much,much,1
ill,ill,ill,1
oh yeah clearly fault,thanks hope good day today,good baby,0
dear good morning feeling dear,hey reply pa,already squatting new way walking,0
,test meeting da call,call test finish come pick,1
test thats cool cum,test awesome remember last time got somebody high first time diesel,want go test,1
around still asleep,sorry ill call later,dont know oh hopefully month,0
dont,dont,dont,1
enjoying semester take care brother,enjoying semester take care brother,enjoying semester take care brother,1
work week,work week,work week,1
,yes baby need stretch open pussy test,,1
pizza,pizza,pizza,1
sorry uncle ill keep touch,serious like proper tongued,sorry hurt,0
UJrKENFt,UYRtKwuIoFZAbE,yPyKOkuMY,1
WSpLLTRCBeCgrEG,gQniH,eRDWPCDRYRnDByX,1
leave,leave,leave,1
wat time test wan today,test dont look back building coat dont want get sick hurry home wear coat gym,angry happen dear test,1
know mood today test,,wen get spiritual deep thats great test,1
call finish come pick,call  finish come  pick,call  finish come  pick,1
customer service announcement recently tried make delivery unable please call reschedule ref,good day mine really busy much tomorrow night,dog must always wait till end day word run time cell already,0
sorry ill call later,time month mid time,indeed way either,0
talking bout early morning almost noon,happy come noon,happy new year hope good semester,0
damn poor zac doesnt stand chance,thought put back box,send resume,0
TApjZxQOmiHFqQ,DMUDifRA,qZOykoKQw,1
yeah,yeah,yeah,1
farm open,farm open,farm open,1
,going sao mu today done test,dont shall buy one dear test,1
thats cool gentleman treat dignity respect,thats cool gentleman treat dignity respect,thats cool gentleman treat dignity respect,1
boo time get supposed take shopping today test,,test treasure every moment spend together,1
yesterday true true,yesterday true true,yesterday true true,1
fine,fine,fine,1
xpEuydGLEcC,ZfOCLAOTinDqux,wuunmx,1
one small prestige problem,one small prestige problem,one small prestige problem,1
HDfaUkQwNuRkZ,lnRzzDMMrqC,wLSSMDrNe,1
UwTOsAWOh,DwNaqQDsszPIK,RPvdyqHpJ,1
ONLWJSp,BZjmsEqrXAcDmQ,xwsFfi,1
test room need,test film ill call later,great princess thinking test,1
vzBHhcxQTTBIO,DgXjvXfsUTTkCf,NiUTToSvitgow,1
ill little closer like bus stop street,friendship poem dear dear   near hear dont get fear live cheer tear   always dear gud ni,left already orchard,0
vWJyerarNjZDrN,cAVXmC,KEshI,1
id check theres like bowls worth left test,thank princess want see nice juicy booty,long get reply defer admission til next semester test,1
wishing,wishing,wishing,1
test ill work something,,,1
,test die toot fringe,test change one next escalator,1
yes thought thanks,yes glad made,ill hand phone chat wit,0
otzfwUOdeuwqKB,NBSSxWpMXeGd,zbMoLENrAvH,1
thank princess sexy,thank princess sexy,thank princess sexy,1
test still area restaurant ill try come back soon,much getting test,test huh lei,1
got,got,got,1
left,left,left,1
test day class class,,,1
NVZcxwtetS,jEChPrhAfrzejZp,nqUzuJTBw,1
bad,bad,bad,1
want grasp pretty booty,want grasp pretty booty,want grasp pretty booty,1
,,test finished missing plenty,1
go sleep well take rest test,test awesome ill see bit,test finished missing plenty,1
adtgwCVavCOK,GUaMnuuigvk,xXhKys,1
night,night,night,1
AjoLoATFJDDdoBv,aBPTXrTHfVyxye,oUXtFrcsMpDdXQ,1
LqmYcsDGb,DMrZjAEljAOoy,qOJzEvQe,1
FQRjcFSW,ReLCNIYZXHeZfvz,ULudKBApA,1
place man,castor need see something,home always chat,0
hit move,hit move,hit move,1
,,happen dear tell test,1
sorry,sorry,sorry,1
going ride bike,almost see  sec,awesome minute,0
anything lar test,well thats nice bad cant eat test,test actually send reminder today wonderful weekend,1
thats honeymoon outfit,dog must always wait till end day word run time cell already,new message please call,0
short cute good person dont try prove gud noon test,,test thats cool gentleman treat dignity respect,1
much,much,much,1
cool last little getting time soon,soon real thing princess make wet,rather prominent bite mark right cheek,0
test going sao mu today done,test shall come get pickle,sorry ill call later test,1
spoil,spoil,spoil,1
happy,happy,happy,1
dont want hear anything,captain room,takin linear algebra today,0
test yeah get unlimited,test sore throat scratches talk,yeah get unlimited test,1
babe got enough money pick bread milk ill give back get home,oh well   later,carry disturbing,0
surly ill give coming review test,carry disturbing test,,1
soon,soon,soon,1
let math good,let math good,let math good,1
hello lover goes new job happy think wake slave send teasing kiss across sea,hello lover goes new job happy think wake slave send teasing kiss across sea,hello lover goes new job happy think wake slave send teasing kiss across sea,1
AiTJCbk,SnXgktJuZXEy,chsCbyhZdfUrtOi,1
sorry ill call later test,thanks love torch bold,turns stereo love mi phone unknown album,1
RKYtbpJPZCVA,HVObYZk,HaYsUSJRhvEBd,1
getting back time soon test,test problem spending lot quality time together,,1
yeah still give ride test,,test tell headache want use hour sick time,1
WuWpxrDFAJbPW,epKRboKNPP,rpUheYsIzT,1
battery low babe,battery low babe,battery low babe,1
customer service announcement recently tried make delivery unable please call reschedule ref test,test cool ill text,good evening test,1
test say fantastic chance anything need bigger life lift losing live think would first person die,come  pick come immediately aft ur lesson,several test sir,1
test unless situation go gurl would appropriate,effect irritation ignore test,test need get,1
wish feel alone test,home come within min test,cal sir meeting test,1
sorry able get see morning test,hey anyway test,thank like well test,1
another,another,another,1
test time month mid time,,need strong arms test,1
enjoy ur life good night,enjoy ur life good night,enjoy ur life good night,1
castor need see something test,da run activate full version da test,test sorry able get see morning,1
wasnt enough trouble sleeping,come sec theres somebody want see,still checked da,0
sir send group mail check,sir send group mail check,sir send group mail check,1
cant,cant,cant,1
,lovely night wake see message hope smile knowing great morning test,,1
trying,trying,trying,1
sent like,sent like,sent like,1
FXjixpoE,bQIcLvDV,AQOhGOEKbCRUrNH,1
,ur lecture test,damn make tonight want wait til tomorrow test,1
let math good test,work right test,test sorry ill call later,1
test surely result offer,,test happen tell truth,1
ladies first genus second,awesome ill see bit,going college pa else ill come self pa,0
hey whats plan sat,hey whats plan sat,hey whats plan sat,1
dun wan watch infernal test affair,sorry man accidentally left phone silent last night didnt check til got test,test say happen,1
marriage function test,please attend test phone,siva test hostel aha,1
happen tell truth,happen tell truth,happen tell truth,1
hospital da return home evening,hospital da return home evening,hospital da return home evening,1
current,current,current,1
lovely,lovely,lovely,1
yeah still give ride,best ur exam later,finally match heading towards draw prediction,0
think disturbing da,dad get back,also chat awesome dont make regular unless see person,0
wasnt,wasnt,wasnt,1
,test da car park,,1
de,de,de,1
LkUFMaxQjIjdP,RgXvhlLIJrAs,bXDqpbfsK,1
send,send,send,1
checked heading drop stuff test,always test chat fact need money raise,test hanging brother family,1
oh,oh,oh,1
yes saw message test,challenge test know,,1
sure,sure,sure,1
wQJoeYP,EbbQGbQWHMi,UfUmafZweP,1
yRpwhASqWp,XfjYbp,yRGszeMghvnpz,1
ur,ur,ur,1
min,min,min,1
dVTCEj,LEyrXRBmG,tKSJxOZXNIPa,1
sent,sent,sent,1
hFefwJkCv,MTtlxnELDKDWUAd,LjbvHtvnSsmr,1
LdJwAYQPz,szyNDR,jfvncXTIvhTSJkh,1
nothing ever easy dont looking reason take risk life love,telling tell one treat hi hi hi,say happen,0
lover need,love one law make happy person love way friendship one law never make ur friend feel alone alive gud night,come ur home,0
thats cool day test,test come people,,1
part dont initiate dont understand,people tour thought sofa thing sent curious sugar,time come tomorrow,0
got gas money chance gang want go grand nature adventure test,test really getting hanging around,please call immediately urgent message waiting test,1
right,right,right,1
test eldest know,yes princess want make happy test,,1
zjDoM,dnfLwxJPyB,SdPuscTHTRwqVFS,1
sorry ill call later,stitch trouser,sir waiting mail,0
test tell pa pain de,test work week,didnt get second half message test,1
ill late,ever one foot,number sir,0
oh come tomorrow,much eighth,said would woke,0
ogBiYNkzFFwKF,hKWSfBHkWkNAaX,FZRXMWxCHcdrFBF,1
test nope meanwhile talk say make greet,room need,test like love arrange,1
take small dose tablet fever,need get,send id password,0
fIHZJQy,XrgDJc,QJewzT,1
town important,town  important,town  important,1
,sir waiting call test,test hey morning come ask pa,1
,babe goes day miss already love loving kiss hope everything test goes well,test want send virtual hug need one,1
baby promise treat well bet take good care,baby promise treat well bet take good care,baby promise treat well bet take good care,1
please sen kind advice please come try test,test getting back home,test important customer service announcement premier,1
,coming day class test,test id check theres like bowls worth left,1
eldest know,eldest know,eldest know,1
head dey swell oh thanks making day,sorry ill call later,hi hope good day better night,0
yzwbbFgGmrpGB,watecWrBk,uGSajKNFmpfzS,1
test sorry ill call later,test please ask mummy call father,yeah thats thinking test,1
carry disturbing test,,want inside every night test,1
well great weekend,well great weekend,well great weekend,1
time,time,time,1
MbfvnUbaqC,TQvPrZergzVW,zOZYqGWOidcJaV,1
,,test dun believe wat,1
,,free call sir waiting test,1
mum,mum,mum,1
MmuoGtuiUkTLI,OOSBfpoGaGD,fayEXllaKOUoiDZ,1
ZcmcfJbpjY,RMuOAgCXfv,dEJTAFppkna,1
appuwkRLFjwYRv,QFqnHvcCSAw,JcxOB,1
,,min later test,1
test sorry bathroom sup,,send contents test page,1
know friend already told,know friend already told,know friend already told,1
pEuoTH,IZKvGJJmzDVbc,PhDZLzfJ,1
dont think got think use got good ni test,time come tomorrow test,love want flood pretty pussy test cum,1
test yo sorry shower sup,test calling right call hand phone,test want us come,1
cant think anyone spare test room top head,test dont think got think use got good ni,wet right test,1
come,come,come,1
wasnt enough trouble sleeping test,hex place talk explain test,said text test one time,1
still checked da,still checked da,still checked da,1
say,say,say,1
test sitting mu waiting everyone get suite take shower,test meet corporation st outside gap see mind working,test oh really perform write paper go movie home midnight huh,1
test dun believe wat,like talk pa able dont know test,hey happy birthday test,1
get gift year didnt get anything bad test,send copy da report test,want grasp pretty booty test,1
,test finished lunch already wake already,,1
purchase stuff today mail po box number,purchase stuff today mail po box number,purchase stuff today mail po box number,1
finally match heading towards draw prediction,pain urination thing else,hope great day,0
busy trying finish new year looking forward finally meeting test,bad girl lady test,test exhausted train morning much wine pie sleep well,1
much,much,much,1
HJtHTwETSJV,RhgnYjtmjVSmdrC,MBJUOeBVqPPpEMC,1
want inside every night,wont move morphine,made appointment,0
drug,drug,drug,1
wrong,wrong,wrong,1
send naughty pix test,sorry ill call later meeting test,sorry ill call later meeting test,1
dont message offer,doesnt need,tell  headache want use hour sick time,0
sent,sent,sent,1
ur,ur,ur,1
outside,outside,outside,1
like spoiled,like spoiled,like spoiled,1
number,number,number,1
test waiting call sir,,test yesterday going home,1
oh,oh,oh,1
thank,thank,thank,1
test havent decided yet eh,sorry de went shop test,test huh cant go ur house empty handed right,1
wonder,wonder,wonder,1
well thats nice bad cant eat,already one guy loving,er yep sure props,0
something ate,something  ate,something  ate,1
good,good,good,1
test shore takin bus,test family happiness,current food alone also test,1
know people still town,know people still town,know people still town,1
nFdoLL,ddvviyKusBTWp,domlf,1
guess useless calling something important,sir waiting call free please call,change  one next escalator,0
,test oh come ah,,1
,test cant think anyone spare room top head,,1
test thats necessarily respectful,hen night going swing test,everybody fun evening miss test,1
love,love,love,1
,test going ride bike,test lover need,1
test take like noon,test say bold torch later one torch bold,ur paper today morn aft test,1
schedule next week town weekend,schedule next week town weekend,schedule next week town weekend,1
test take care get well soon,test still grinder,test happy come noon,1
nice talking please dont test forget pix want see,test actually getting ready leave house,test get ready put excellent sub face,1
one talking,one talking,one talking,1
great office today,great office today,great office today,1
campus library,want snow freezing windy,would really appreciate call need someone talk,0
yep fine ice age test,normally use drink water daily,test ill text drop,1
test well great weekend,test one week leave put know time,drive read need write test,1
test wont get concentration dear know mind everything,test meet corporation st outside gap see mind working,,1
need get test,,,1
test eldest know,er yep test sure props,test sure dont mean get made hold weed,1
,yesterday going home test,,1
one,one,one,1
love,love,love,1
well meant opposed drunken night test,,yes dont care test cause know,1
think still car test,sorry ill call later test,probably still going stuff test,1
ur physics get,yes chatting,test havent decided yet eh,1
LQUvDSa,LHAVnJDsKe,jiiPryDjFdi,1
mum went test dentist,,,1
xtOHRNylPfeoJ,JoVKQcdxHorFq,KkrwoJoqPcikSZm,1
thank god bed,thank god bed,thank god bed,1
dog must always wait till end day word run time cell already test,test said text one time,test tonight mate catching sleep new number way,1
come pick come immediately aft ur lesson test,able sleep test,test still grinder,1
didnt,didnt,didnt,1
ready big day tomorrow,wasnt enough trouble sleeping,fine miss much,0
ah see lingo let know wot earth finished making,hey chief give bell get need talk royal visit st june,almost see  sec,0
probably still going stuff test,come home one last test time wont anything trust,,1
test da car park,nope thats fine might nap tho test,pic please resend test,1
,didnt complete gist oh test,test ur lecture,1
cFzNstoZZ,HHKKLDLcYAMxoB,nqaIitTQw,1
possession especially first offense,possession especially first offense,possession especially first offense,1
good sleep rhythm person establish rhythm body learn use want know test,drive read test need write,work test week,1
rlFBISUYP,UDaUzQpSWVPFk,lHtcKtJtRa,1
sure ill see come bit,sure ill see come bit,sure ill see come bit,1
NInDCftVD,YIMletPDdGXbH,KOkOIWdS,1
going send,going send,going send,1
price claim call,bad girl still remember,sir waiting mail,0
ill work something,lunch come quickly open door,havent lei next mon,0
making dinner,happy new year princess,think mentor percent sure,0
win really side long test time,test going join tomorrow,sure theyll understand wine good idea slurp test,1
one days billion classes right,type stuff sing,stop knowing well,0
dad get back,pa lunch aha,id check theres like bowls worth left,0
thanks sending mental ability question test,test current food alone also,test account number,1
GjXCmifsowCCA,tIzPVrfST,FUImmdaxKPbE,1
tired,tired,tired,1
accidentally brought em home box,accidentally brought em home box,accidentally brought em home box,1
true easier,surly ill give coming review,please call immediately urgent message waiting,0
hey want anything buy,part dont initiate dont test understand,please sen test kind advice please come try,1
OqywLbAUGA,RwKxgFKKOZt,ONFWicSBCYsUG,1
hex place talk explain,hex place talk explain,hex place talk explain,1
,test send pic like,tomorrow onwards eve work test,1
dont much image class,happen dear tell,make baby yo tho,0
ur paper today morn aft,ur paper today  morn aft,ur paper today  morn aft,1
,test way ur home,,1
ask say please message,ask say please message,ask say please message,1
castor,castor,castor,1
thats,thats,thats,1
test good morning princess,plan manage,sorry ill call later,1
even friend priest call,even friend priest call,even friend priest call,1
need login anything,need login anything,need login anything,1
test still game,test dog must always wait till end day word run time cell already,test enjoy ur life good night,1
,test sir need axis bank account bank address,,1
awesome,awesome,awesome,1
EgtUrG,YRVKIRQsyz,DTDMKN,1
IWNtYY,XfpWBaHtBJUkHO,FdlduFrrzAKCo,1
test free call sir,,test awesome ill see bit,1
,wat time wan meet later test,thats cause test old live high,1
pussy perfect,didnt get second half message,want us come,0
cooking dinner,cooking dinner,cooking dinner,1
said,said,said,1
wish,wish,wish,1
ever easier test,campus test library,test oh yeah forgot take shopping,1
test see film,test alright see bit,,1
give sec think think,give sec think think,give sec think think,1
,,oh yeah clearly fault test,1
great day beautiful one,thank princess sexy,get message,0
UUxcU,yGIPrOIMwyrr,DTHAgPIZdk,1
wonder phone battery went dead tell love babe,wonder phone battery went dead tell love babe,wonder phone battery went dead tell love babe,1
test thanks looking really appreciate,test current leading bid pause auction send customer care,wishing family merry mas happy new year advance test,1
wasnt paying attention,finished missing plenty,oh  must taken real valentine shopping first,0
tytyWEyxyuw,AluWQaxG,FPSfWzjEKZT,1
thank like well,thank like well,thank like well,1
waiting machan call free,hope great day,yes please swimming,0
,,test meet lunch la,1
,well meant opposed drunken night test,,1
hey,hey,hey,1
ur physics get,ur balance next question complete landmark big bob  barry  ben text   good luck,yesterday going home,0
test sure stomach,doesnt need test,sac needs carry test,1
outside office take,outside office take,outside office take,1
thanks looking really appreciate,thanks looking really appreciate,thanks looking really appreciate,1
gUftxUSjNUa,XOZpZ,ZMNrDqzPE,1
remind get shall,remind get shall,remind get shall,1
sure ill see come bit test,lost help test,anything lar going home dinner test,1
intrepid duo great time see soon,coming pick,waking afternoon sup,0
damn poor zac doesnt stand chance,damn poor zac doesnt stand chance,damn poor zac doesnt stand chance,1
sorry ill call later,want inside every night,going ride bike,0
pQXsrKORQJ,cxoyFOnGAcI,GImnbe,1
stand away doesnt heart ache without dont wonder dont crave,awesome remember last time got somebody high first time diesel,want custom officer discount oh,0
free call pa,free call pa,free call pa,1
friendship poem dear dear near hear dont get fear live cheer tear always dear gud ni,one day training,plural noun research,0
OiOWqqMGE,sfTMbEv,VoDsiuLiWv,1
still checked da,hey want anything buy,nice talking please dont forget pix want see,0
hello madam,possible teach,lunch come quickly open door,0
wEUANmMKIy,JrxVkAk,qAlVynNl,1
much th fifty,actually getting ready leave house,arent coming home class right need work shower,0
yesterday going home test,happy sad one thing past good morning test,wat test time wan today,1
thank,thank,thank,1
glad talking,one interested may business plan,well leave class babe never came back hope nice sleep love,0
telling tell one test treat hi hi hi,,test sorry ill call later,1
get message,pic please resend,work going min,0
take small dose tablet fever,take small dose tablet fever,take small dose tablet fever,1
whore unbelievable,whore unbelievable,whore unbelievable,1
youd,youd,youd,1
back good journey let know need receipts shall tell like pendent,back good journey let know need receipts shall tell like pendent,back good journey let know need receipts shall tell like pendent,1
test youd like wouldnt jerk,sent type food like test,busy come point figure tomorrow test,1
hope great new semester wish best made greatness,hope great new semester wish best made greatness,hope great new semester wish best made greatness,1
made day great day,made day great day,made day great day,1
see forwarding message proof,see forwarding message proof,see forwarding message proof,1
mag,mag,mag,1
PrUwUeCiBOP,mSmkeR,ONoyBtObHrZr,1
time,time,time,1
easy mate guess quick drink bit ambitious,excellent ready moan scream ecstasy,several sir,0
got home babe still awake,dance river,sitting mu waiting everyone get suite take shower,0
nlrpQBmCI,qwzgUdaEwbXHQ,mEtDHvsVwbkleb,1
test finish meeting call,,test thats cool gentleman treat dignity respect,1
ready call,ready call,ready call,1
account number,account number,account number,1
interested like test,test much got cleaning,test carry disturbing,1
maybe find something else instead test,need login anything test,yes glad made test,1
LeyDrPfWT,YwGFMZSmUK,gLLJAYUgdtReWhC,1
UwKwlp,RRsIyiME,mDvVdbCsqyg,1
KNJWJqPGUpK,OlgCjTyawcNNdgX,SxjDEbq,1
test friendship poem dear dear near hear dont get fear live cheer tear always dear gud ni,test come round,test love daddy make scream pleasure going slap ass dick,1
maybe find something else instead,thats cool cum,thats cool gentleman treat dignity respect,0
ugh cant apologize admit wrong ask take back test,test dear got train seat mine lower seat,thats test significant dont worry,1
almost see sec,de looking good,thats cool cum,0
dear,dear,dear,1
xzQqWY,RReyuN,mBdktVkt,1
hyBdQxhKnFa,qLPQyyaHvwpqXM,TeuWRsOsudybkym,1
happen,happen,happen,1
thats,thats,thats,1
,,test yeah probably,1
yes baby need stretch open pussy,ah see lingo let know wot earth finished making,huh lei,0
love cuddle want hold strong arms right,love cuddle want hold strong arms right,love cuddle want hold strong arms right,1
ladies first genus second,ladies first genus second,ladies first genus second,1
test way ur home,test still around looking pick later,gas station go test,1
thanks hope good day today,min go lunch,pa tell went bath,0
hello darling today would love chat dont tell look like sexy,meet corporation st outside gap see mind working,get library,0
number sir,ill work something,room need,0
dont know bring food,get message,true easier,0
know result test,,,1
,,case guess ill test see campus lodge,1
,thats cool gentleman treat dignity respect test,,1
sorry,sorry,sorry,1
waiting machan call free test,test hi happy birthday hi hi hi hi hi hi hi,good sleep rhythm person establish rhythm body test learn use want know,1
,test thought put back box,,1
mwpgLHeDaRa,GCGlolaPkLiy,gLWMhiVYJ,1
test new message please call,could kiss feel next test,text way cup stop work bus test,1
sorry ill call later,sorry ill call later,sorry ill call later,1
like spoiled test,test getting back time soon,great safe trip dont panic surrender test,1
,think mentor percent sure test,damn poor zac doesnt stand chance test,1
aYnyPdqEgHanXI,kEtqf,TplBjS,1
dczMGOwDZmRA,kDlwsjdR,gBtWc,1
yo,yo,yo,1
fxahX,lvjEjXENk,IgmDnSpwXT,1
test sorry mail,test finished missing plenty,open door test,1
,,best ur exam later test,1
happen tonight,plane give month end,wish great semester,0
also tell said happy birthday,also tell said happy birthday,also tell said happy birthday,1
rHuuXvYnekHQoV,fCfmHqWWxtob,nOSkwfhYT,1
yar,yar,yar,1
still around looking pick later,test stand away doesnt heart ache without dont wonder dont crave,eldest know,1
spoil bed well,also chat awesome dont make regular unless see person,excellent ready moan scream ecstasy,0
said went back bed cant sleep anything test,test sorry ill call later,test ill meet library,1
RJoTo,sNIjukbwwPXKJvA,MWRapKl,1
press conference da,also da feel yesterday night wait til day night dear,way home long dry spell season would,0
ask,ask,ask,1
PyzRPc,ivnGidYe,DaTMsgnjeecgyB,1
sorry ill call later,also didnt get na hi hi hi hi hi,hey chief give bell get need talk royal visit st june,0
FNJInVDxlArqi,JJptRpAej,ybkrvUEqemDm,1
good night going sleep,good night going sleep,good night going sleep,1
YmZpXfZX,aPQmKpUhYaJzdIL,YByRJdyyiBx,1
dude test go sup,test made appointment,sorry completely forgot pop test em round week still,1
,plane give month end test,,1
gVtEt,LkzIxySoVYCHiLE,JDABGpqRf,1
,cool last little getting time soon test,test correct work today,1
wont anything de,mark taking forever pick prescription pain coming back,oh getting even,0
alright new goal,alright new goal,alright new goal,1
,sorry ill call later test,,1
tsSvZpQvfOaMwwD,gIEVHzqpDKNq,XorsXj,1
thats,thats,thats,1
yes dont care cause know,free call pa,stand away doesnt heart ache without dont wonder dont crave,0
,please charge test mobile get morning,,1
,yes princess test want please every night wish command,thats fine ill bitch later test,1
call ah,going join tomorrow,work right,0
FTsZtcNxAGXVvR,kHOBbpjISASXf,OLrUaDQmV,1
get,get,get,1
yeah theres quite bit left ill swing tomorrow get test,test whats ur pin,,1
reverse cheating mathematics,going sleep tired travel,mum went dentist,0
sorry,sorry,sorry,1
test sorry ill call later,siva test hostel aha,,1
,test sorry bathroom sup,number sir test,1
,oh test well later,test shall come get pickle,1
hi hope ur day good back walk table booked half eight let know ur coming,plan manage,much getting,0
sure night menu know noon menu,short cute good person dont try prove gud noon test,oh great ill disturb talk,1
good test weekend,much gave morning test,yes chatting test,1
didnt get anything da,didnt get anything da,didnt get anything da,1
thank much selflessness love plenty,customer place call,see half hour,0
ill meet lobby,ill meet lobby,ill meet lobby,1
lovely,lovely,lovely,1
wishing wonderful week,wishing wonderful week,wishing wonderful week,1
probably want pick,probably want pick,probably want pick,1
test bring got,,well might come test,1
ncVHP,euuUn,AgRPqcL,1
lovely night wake see message hope smile knowing great morning,yo way could pick something tonight,sorry ill call later,0
sRtQLfswxOygm,XXYEQkzCJj,aPVOxcPkhO,1
KbkkOmLJ,ExEMDDahhdY,TGvHflCLM,1
hzmZZwbMzAngB,zqBOA,smHlxcbuSgxNB,1
,,test come round,1
current leading bid pause auction send customer care,wan come dinner tonight,love one law make happy person love way friendship one law never make ur friend feel alone alive gud night,0
test actually decided hungry havent left yet,,happy come test noon,1
jOHRFZupseFt,SuOlz,WSFcyFANbvOU,1
vXbDOJwhFpyxBmu,zFcdxJRKFW,HqPfhEeKZKftE,1
come,come,come,1
would,would,would,1
aMXBUQ,OvllzRwnuxERmj,upgkbJqiM,1
new message please call,new message please call,new message please call,1
,test sorry ill call later,test yeah get unlimited,1
well obviously people cool college life went home test,yes please swimming test,,1
test going ride bike,test oh really perform write paper go movie home midnight huh,thats cool princess cover face hot sticky cum test,1
intrepid,intrepid,intrepid,1
oh god happy see message days,oh god happy see message days,oh god happy see message days,1
sorry ill call later,sorry ill call later,sorry ill call later,1
work right,want lick pussy,oh sorry please,0
also da feel yesterday night wait til day night dear,possession especially first offense,lovely night wake see message hope smile knowing great morning,0
get opinion something first,get opinion something first,get opinion something first,1
